,tweet,Prediction,Score,Probability,Input Length,URL,Search KW
75,"Boomerang [sound Recording] : Travels In The New Third World—Lewis, Michael (Michael M.)
2011
Book on CD | cd-spoken 330.90511 l675 2011
items: 9 | circs: 453 | last circ: 1/2022
global financial crisis 2008 2009,international finance,financial crises u... https://t.co/mS8fRIssbG",0,-0.17232804560076076,0.4570242899754806,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2506607,"""sound recording"" -is:retweet"
76,"Chime [sound Recording]—Billingsley, Franny, 1954-
2011
Teen Book on CD | cd-spoken fiction
items: 2 | circs: 13 | last circ: 9/2021
twins fiction,sisters fiction,parnormal fiction,guilt fiction,self perception fiction,stepmothers fiction,secrecy fictio... https://t.co/76iJlCSR8C",0,-0.19148446980636946,0.45227461961263576,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2704794,"""sound recording"" -is:retweet"
77,"Disturbance [sound Recording]—Burke, Jan.
2011
Book on CD | cd-spoken fiction
items: 2 | circs: 93 | last circ: 1/2020
kelly irene fictitious character fiction,women journalists fiction,serial murderers fiction
https://t.co/Aq4INZMf2f",0,-0.19954057921138513,0.4502797195480744,234,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2707415,"""sound recording"" -is:retweet"
78,"The Pursuit Of Marriage [sound Recording]—Alexander, Victoria.
2005
Book on CD | cd-spoken fiction alexander
items: 2 | circs: 132 | last circ: 10/2021
social classes fiction,courtship fiction,man woman relationships fiction,social life and customs engl... https://t.co/ZyE7O31E9U",0,-0.20339785140140337,0.44932512134827857,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2708784,"""sound recording"" -is:retweet"
79,"The Man In 3b [sound Recording]—Weber, Carl, 1964-
2013
Book on CD | cd-spoken fiction weber
items: 8 | circs: 295 | last circ: 9/2021
apartment houses fiction,neighbors fiction,murder fiction,triangles interpersonal relations fiction,african americans ... https://t.co/1aDc37rwOB",0,-0.20730793674375864,0.44835783378399297,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2818940,"""sound recording"" -is:retweet"
80,"According to , “a simple but devastating flaw” made it easy to bypass encryption systems that are supposed to protect voice audio &amp; file transfers. The need to protect PII at all costs is paramount to building trust in this digital world. https://t.co/ohukV2FTXp",0,-0.21586289736307823,0.44624285625689514,266,https://engt.co/3H1nwWx,"""audio file"" -is:retweet"
81,"Following Atticus [sound Recording] : [forty-eight High Peaks, One Little Dog, And An Extraordinary Friendship]—Ryan, Tom.
2011
Book on CD | cd-spoken 796.522092 r989 zr 2011
items: 3 | circs: 151 | last circ: 12/2021
ryan tom,mountaineers united states... https://t.co/li9e2YLbN7",0,-0.21899349732507895,0.4454693839706552,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2756457,"""sound recording"" -is:retweet"
82,"Looking forward to volume 2!
All in this volume from  
https://t.co/F05HEKccBc https://t.co/R0Z5aVBDT2",0,-0.21934630739568056,0.4453822322424386,102,https://www.prestomusic.com/sheet-music/products/8933661--herbert-howells-piano-works,"""sheet music"" -is:retweet"
83,"Derfel Day is April 5th!! 
We are fixing floors, installing new lights, and adding ADA compliant facilities.
Once they are done, we will better be able to bring hybrid programming, music &amp; library services, and member events to the Global Arts Community 

https://t.co/4ZJtbg2eHn",0,-0.22719136998943595,0.4434452091143698,283,https://www.paypal.com/pools/c/8IoYNIcCaC,"""music library"" -is:retweet"
84,"The Little Giant Of Aberdeen County [sound Recording] : [a Novel]—Baker, Tiffany.
2009
Book on CD | cd-spoken fiction
items: 7 | circs: 499 | last circ: 10/2021
tall women fiction
https://t.co/Z2i4SzdsvM",0,-0.23037269448336545,0.4426601951814261,203,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2536744,"""sound recording"" -is:retweet"
85,"The Scam [sound Recording]—Evanovich, Janet, author.
2015
Book on CD | cd-spoken fiction evanovich
items: 14 | circs: 480 | last circ: 2/2022
ohare kate fictitious character fiction,fox nicolas fiction,united states federal bureau of investigation ficti... https://t.co/4dqcoqL3c1",0,-0.2306217281580098,0.4425987564265681,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C3053704,"""sound recording"" -is:retweet"
86,"Just Don't Fall [sound Recording] : [how I Grew Up, Conquered Illness, And Made It Down The Mountain]—Sundquist, Josh.
2010
Book on CD | cd-spoken 618.92994 s958 zs 2010
items: 2 | circs: 39 | last circ: 7/2019
health sundquist josh,sundquist josh healt... https://t.co/w7zUFzsmkn",0,-0.2357880818742687,0.4413245713308932,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2773214,"""sound recording"" -is:retweet"
87,"Rushing Waters : [sound Recording]—Steel, Danielle, author.
2016
Book on CD | cd-spoken fiction steel
items: 20 | circs: 551 | last circ: 2/2022
interpersonal relations fiction,disaster victims fiction,hurricanes fiction
https://t.co/8eIbDE6vwD",0,-0.23803973205180468,0.44076948435178326,244,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C3183605,"""sound recording"" -is:retweet"
88,"She Got Up Off The Couch [sound Recording] : [and Other Heroic Acts From Mooreland, Indiana]—Kimmel, Haven, 1965-
2006
Book on CD | cd-spoken 813.6 k49 zk 2006a
items: 2 | circs: 186 | last circ: 11/2021
childhood and youth kimmel haven 1965,kimmel have... https://t.co/ILENne1zWg",0,-0.2393147036174999,0.44045523815800286,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2537994,"""sound recording"" -is:retweet"
89,"Lincoln City Libraries and the Polley Music Library announced Wednesday that they will have acoustic guitars to check out.
https://t.co/VUJEggYRx9",0,-0.24005828615984404,0.4402719870749631,146,https://www.klkntv.com/lincoln-libraries-offering-acoustic-guitars-to-check-out/,"""music library"" -is:retweet"
90,Australian Broadcasting Corporation altered a news headline: https://t.co/vavwXyTC75 https://t.co/CvVutu6nu4,0,-0.24978409081771552,0.437876642435953,108,https://abc.net.au/news/2022-01-21/australians-hollywood-exhibition-national-film-and-sound-archive/100770612,"""sound archive"" -is:retweet"
91,"Hardcore Twenty-four [sound Recording]—Evanovich, Janet, author.
2017
Book on CD | cd-spoken fiction evanovich
items: 23 | circs: 579 | last circ: 1/2022
plum stephanie fictitious character fiction,new jersey women detectives trenton fiction,trenton wom... https://t.co/oOdtspEIcN",0,-0.25021292070254886,0.43777109276637216,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C3300630,"""sound recording"" -is:retweet"
92,"Red River [sound Recording] : [a Novel]—Tademy, Lalita.
2007
Book on CD | cdw 04229
items: 3 | circs: 170 | last circ: 8/2020
african american families louisiana fiction,louisiana african american families fiction,african american men louisiana fiction,... https://t.co/KmKsRIDVzo",0,-0.2516995737048035,0.4374052204010049,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2654070,"""sound recording"" -is:retweet"
93,"Wildfire In His Arms [sound Recording]—Lindsey, Johanna.
2015
Book on CD | cd-spoken fiction lindsey
items: 4 | circs: 126 | last circ: 8/2021
bounty hunters fiction,man woman relationships fiction
https://t.co/rgJKdMi89U",0,-0.25625094257147313,0.4362855318550631,221,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C3052078,"""sound recording"" -is:retweet"
94,"Xo [sound Recording]—Deaver, Jeffery.
2012
Book on CD | cd-spoken fiction
items: 9 | circs: 375 | last circ: 11/2021
dance kathryn fictitious character fiction,women singers fiction,fans persons fiction,obsessive compulsive disorder fiction
https://t.co/Qx8GoKVI27",0,-0.259116419464359,0.4355809242551222,264,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2714768,"""sound recording"" -is:retweet"
95,"The Mapping Of Love And Death [sound Recording] : A Maisie Dobbs Novel—Winspear, Jacqueline, 1955-
2010
Book on CD | cd-spoken fiction
items: 3 | circs: 173 | last circ: 6/2021
dobbs maisie fictitious character fiction,england women private investigator... https://t.co/NTgV43G8mv",0,-0.2595090527627036,0.4354843977296904,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2496542,"""sound recording"" -is:retweet"
96,Discovering Music on https://t.co/d7qorKf0fk  with Kuzhali Manickavel https://t.co/xVx8CgBZPJ,0,-0.2622948792018566,0.4347996599722988,93,"http://Archive.Org, https://rollingstoneindia.com/discovering-music-archive-org-with-kuzhali-manickavel/","""music archive"" -is:retweet"
97,"A Dark Matter [sound Recording]—Straub, Peter, 1943-
2010
None | cd-spoken fiction
items: 3 | circs: 188 | last circ: 1/2022
high school students fiction,psychic trauma fiction,rites and ceremonies fiction,good and evil fiction,nineteen sixties fiction,... https://t.co/YD2e3rVaui",0,-0.2640337845965908,0.4343723744092262,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2767944,"""sound recording"" -is:retweet"
98," The MSM were crowing about Galtieri's popularity being at an all time low thus the Falklands Crisis helped to galvanise his country behind him, yet failed to see that Thatcher's low polling was exactly the same. Respect to one MP, Tam Dalyell https://t.co/SIsPg16LZu",0,-0.27087849629735633,0.4326914381991723,267,http://belgranoinquiry.com/sound-archive/tam-dalyell-sabotage,"""sound archive"" -is:retweet"
99,"Lucid Intervals [sound Recording]—Woods, Stuart.
2010
Book on CD | cd-spoken fiction
items: 10 | circs: 682 | last circ: 9/2021
barrington stone fictitious character fiction,attorney and client fiction,private investigators fiction,lottery winners ficti... https://t.co/GaI7yrGfaS",0,-0.271996164973858,0.4324171052299729,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2498572,"""sound recording"" -is:retweet"
100,foo_dynamic_range ~ Foobar &amp; Dynamic Range Meter https://t.co/rUMSG2nWlY via ,0,-0.27346687499054984,0.4320561810558892,81,https://audio-file.org/2020/06/03/foo_dynamic_range-foobar-dynamic-range/,"""audio file"" -is:retweet"
101,"Vanishing [sound Recording]—Krentz, Jayne Ann, author.
2020
Book on CD | cd-spoken fiction krentz
items: 10 | circs: 59 | last circ: 11/2021
women private investigators fiction,investigation missing persons fiction,missing persons investigation fiction,... https://t.co/gvfz2eTsre",0,-0.27831361645931835,0.4308672638495311,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C3486700,"""sound recording"" -is:retweet"
102,"Our Audio Production course begins in April! 

In this hybrid course for audio production, students will learn the basics of film sound recording and post-production and discuss the main tools and techniques used in these processes. 

To register visit:
https://t.co/0tZfZaS31m https://t.co/uv6HwaU3h1",0,-0.282178932139412,0.42991966296640655,301,https://chicagofilmmakers.org/adult-filmmaking-classes/audio-production,"""sound recording"" -is:retweet"
103,"Give a little money now, or do so each month, also at:
https://t.co/FieMZdD6VB

You'll see on the last page that I'm trying to raise a little money to buy some sound recording stuff, so we can make a podcast. 

7/10",0,-0.2851815948695727,0.42918389949988067,215,https://ko-fi.com/leehulme,"""sound recording"" -is:retweet"
104,"Sound Recording Trip https://t.co/5EBCCYW5aw

It feels like it has been a while since a team from SCS has set out on the road with the purpose of pursuing greater technical improvements for our games and chatting a bit with real truckers in person. That is, however, about to ch… https://t.co/JtZWA2aPT1",0,-0.2865229897929958,0.42885530902022995,303,https://ift.tt/fnCqsV6,"""sound recording"" -is:retweet"
105,   How about an historical introduction to music and sound recording? https://t.co/NxaUuFqy6A,0,-0.2951663049396603,0.42673954316399826,93,https://www.open.edu/openlearn/history-the-arts/recording-music-and-sound/content-section-0?active-tab=description-tab,"""sound recording"" -is:retweet"
106,"‘Tin Pan Alley’ has been 𝘰𝘧𝘧𝘪𝘤𝘪𝘢𝘭𝘭𝘺 named. The street homed sheet-music publishing houses in 19th &amp; 20th centuries - becoming a major force in American popular music, and in the careers of IrvingBerlin GeorgeGershwin and ColePorter 

  https://t.co/yW5AKALj5E https://t.co/dAKxk1xotB",0,-0.2968803769230323,0.42632027750592144,287,https://on.wsj.com/3ua1ltT,"""sheet music"" -is:retweet"
107,"Sweet Revenge—Bower, Tom.
2012
Book | 782.42164 qc8741zb
items: 3 | circs: 39 | last circ: 1/2020
cowell simon 1959,great britain sound recording executives and producers biography,sound recording executives and producers great britain biography,busines... https://t.co/WyuYgQsStM",0,-0.30157211673305023,0.4251732112373848,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2690621,"""sound recording"" -is:retweet"
108,"When Day Breaks [sound Recording]—Clark, Mary Jane Behrends.
2007
Book on CD | cdw 4906
items: 4 | circs: 251 | last circ: 12/2021
women television producers and directors fiction,women television journalists fiction,investigation murder fiction,murder ... https://t.co/PV6OqCJ4y0",0,-0.3037935390479742,0.42463038396253144,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2770915,"""sound recording"" -is:retweet"
109,"The Witness [sound Recording]—Roberts, Nora.
2012
Book on CD | cd-spoken fiction roberts
items: 14 | circs: 1086 | last circ: 3/2022
child witnesses fiction,mafia fiction,murder investigation fiction,investigation murder fiction,police chiefs arkansas f... https://t.co/RwXSSeA4Ag",0,-0.3106361648177591,0.4229594658521011,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2681361,"""sound recording"" -is:retweet"
110,"  Prayers up for you and your house…
""Peace and plenty here abide…when there's love at home""
Don't know if this will help you, but it was a fave when I was young- felt compelled to post it for you  disregard if not relevant…hugs
https://t.co/O6bi91J49e",0,-0.3171593243693836,0.42136819783779944,252,https://www.churchofjesuschrist.org/music/library/hymns/love-at-home?lang=eng,"""music library"" -is:retweet"
111,Lin-Manuel Miranda We Don't Talk About Bruno (from Encanto) Sheet Music Notes: Lin-Manuel Miranda We Don't Talk About Bruno (from Encanto)   $5.99 https://t.co/w5e5VXuDqI,0,-0.32603301072958285,0.41920616465246385,170,http://dlvr.it/SMfvT3,"""sheet music"" -is:retweet"
112,"The Shade Of My Own Tree [sound Recording]—Williams, Sheila (Sheila J.)
2003
Book on CD | cd-spoken fiction
items: 4 | circs: 196 | last circ: 7/2021
appalachian region women fiction,women appalachian region fiction,appalachian region fiction
https://t.co/gergDXOQTA",0,-0.32948359342987893,0.4183662781340514,266,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2573212,"""sound recording"" -is:retweet"
113,"Blood From A Stone [sound Recording]—Leon, Donna.
2005
Book on CD | cdw 2769
items: 3 | circs: 254 | last circ: 1/2022
brunetti guido fictitious character fiction,crimes against street vendors fiction,street vendors crimes against fiction,venice police ... https://t.co/FENSw1IiRG",0,-0.33586317906921487,0.4168147089976148,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2625416,"""sound recording"" -is:retweet"
114,For those that might like some of the compositions me and my wife have composed:   https://t.co/dw1MyldRob,0,-0.33916448639807656,0.41601244757338374,106,https://www.free-scores.com/Download-PDF-Sheet-Music-msdickerson.htm,"""sheet music"" -is:retweet"
115,"Join my feedback discussion on ""Delocalization of Sound Recording and the Development of Transnational Networks: .."" https://t.co/ch5wmx3iCl",0,-0.3423518777064934,0.4152382912123977,140,https://www.academia.edu/s/9e772b7dd7?source=twitter,"""sound recording"" -is:retweet"
116,"Trump Strategies For Real Estate [sound Recording] : [billionaire Lessons For The Small Investor]—Ross, George H., 1928-
2006
None | cd-spoken 332.6324 t871 zr 2006
items: 2 | circs: 200 | last circ: 2/2020
trump donald 1946,real estate investment,real ... https://t.co/KV4w61kkUr",0,-0.35064393511985986,0.4132262772080324,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2586965,"""sound recording"" -is:retweet"
117,"Chance Developments [sound Recording]—McCall Smith, Alexander, 1948-
2016
Book on CD | cd-spoken fiction mccall smith
items: 7 | circs: 120 | last circ: 10/2021
https://t.co/LfsSnjPmEk",0,-0.35073240564525104,0.4132048258960328,184,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C3203214,"""sound recording"" -is:retweet"
118,"Treachery At Lancaster Gate [sound Recording]—Perry, Anne.
2016
Book on CD | cd-spoken fiction perry
items: 5 | circs: 152 | last circ: 11/2021
pitt charlotte fictitious character fiction,pitt thomas fictitious character fiction,london women detectives ... https://t.co/yUf5ulBVpY",0,-0.353271580855304,0.41258929670781025,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C3162305,"""sound recording"" -is:retweet"
119,"War of the Worlds, maar dan andersom.

https://t.co/hlyyjv7S3A https://t.co/eDOvc6LIKF",0,-0.35404203233380743,0.41240258315726547,86,https://www.space.com/perseverance-rover-mars-laser-sound-recording,"""sound recording"" -is:retweet"
120,"Dark Summer [sound Recording]—Johansen, Iris.
2008
Book on CD | cd-spoken fiction
items: 3 | circs: 194 | last circ: 2/2022
women veterinarians fiction
https://t.co/uCw6r24SFw",0,-0.35462507615928723,0.41226130329502536,175,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2708108,"""sound recording"" -is:retweet"
121,". - ""We provide the highest quality photo booth equipment, with touch screens, external monitors, HD video, Digital SLR Cameras, Marryoke Video, and HQ Sound recording. Our attendants are always dressed smartly in waistcoats and bow ties."" https://t.co/0xLid54E7R https://t.co/RwzIJDQUNq",0,-0.35588372674452046,0.41195636355570187,287,https://www.southwestweddingvenues.co.uk/hire-and-services-in-devon,"""sound recording"" -is:retweet"
122," We are delighted to announce our next SHOWREEL DAY on Sunday 20th March.
3 scenes written specifically for you which includes locations, filming &amp; sound recording. Fully edited with Youtube links &amp; title page with Spotlight info.
Book here:
https://t.co/UbovwlY5MS
showreels https://t.co/1vaL1csGGs",0,-0.36005817363313025,0.41094548381813306,307,https://www.yafta.co.uk/showreels/,"""sound recording"" -is:retweet"
123,"Ladies Of The Lake [sound Recording] : A Novel—Smith, Haywood, 1949-
2009
Book on CD | cd-spoken fiction
items: 3 | circs: 213 | last circ: 3/2021
sisters fiction,georgia fiction
https://t.co/2lkcnFSPeX",0,-0.3614512024263146,0.41060831620485483,202,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2675562,"""sound recording"" -is:retweet"
124,DIGITAL: Sound recording https://t.co/HIJrSpNhL6,0,-0.3644341281124574,0.40988661394017784,48,https://www.mandy.com/uk/job/1498182/sound-recordist/sound-recording?utm_medium=twitter&utm_source=jobalert&utm_campaign=j822758d2022-03-28tfilmandtvpro,"""sound recording"" -is:retweet"
125,DIGITAL: Sound recording https://t.co/F2FtAzdWwl,0,-0.3644341281124574,0.40988661394017784,48,https://www.mandy.com/uk/job/1498182/sound-recordist/sound-recording?utm_medium=twitter&utm_source=jobalert&utm_campaign=j822758d2022-03-28tmandyUKcrew,"""sound recording"" -is:retweet"
126,DIGITAL: Sound recording https://t.co/aItoh7iSRZ,0,-0.3644341281124574,0.40988661394017784,48,https://www.mandy.com/uk/job/1498182/sound-recordist/sound-recording?utm_medium=twitter&utm_source=jobalert&utm_campaign=j822758d2022-03-28tmandyUKall,"""sound recording"" -is:retweet"
127,"At Risk [sound Recording]—Cornwell, Patricia Daniels.
2006
Book on CD | cdw 03599
items: 4 | circs: 396 | last circ: 1/2022
massachusetts public prosecutors fiction,public prosecutors massachusetts fiction,dna fingerprinting fiction,criminal investigati... https://t.co/Cu90xv2iMu",0,-0.3942783606187306,0.40268779813943295,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2536429,"""sound recording"" -is:retweet"
128,"Dedication [sound Recording]—Kraus, Nicola.
2007
Book on CD | cdw 04811
items: 2 | circs: 53 | last circ: 9/2019
man woman relationships fiction,singers fiction,chick lit
https://t.co/89NXcnTUPz",0,-0.4012485530726028,0.40101239859199206,194,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2753496,"""sound recording"" -is:retweet"
129,WCS occupational diploma students from  and  recently got to visit Sputnik Sound Recording Studio to learn about the music industry! Learn more: https://t.co/fcyaLVRKBH https://t.co/fSGLHfzfIJ,0,-0.4131181925599617,0.3981646732804762,192,https://www.wcs.edu/Page/9284,"""sound recording"" -is:retweet"
130,"SEC. 8.1.  ""RECORDS"" DEFINED. 
 ""Records,"" as used in this Chapter, shall mean such paper, book, photograph, film, sound recording, map, drawing or other document, https://t.co/pHIndqhPyW",0,-0.4176306548401509,0.3970838524031697,187,https://codelibrary.amlegal.com/codes/san_francisco/latest/sf_admin/0-0-0-3190,"""sound recording"" -is:retweet"
131,"The Wife's Tale [sound Recording]—Lansens, Lori.
2010
Book on CD | cd-spoken fiction
items: 5 | circs: 420 | last circ: 10/2021
wives fiction,self actualization psychology in women fiction
https://t.co/640o34zb08",0,-0.42031699690125973,0.396440898049864,212,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2761676,"""sound recording"" -is:retweet"
132,"Bloodsucking Fiends [sound Recording]—Moore, Christopher, 1957-
2008
Book on CD | cd-spoken fiction
items: 4 | circs: 323 | last circ: 9/2021
california vampires san francisco fiction,san francisco vampires california fiction,vampires california san fra... https://t.co/N0xSvt06no",0,-0.42578234034152224,0.39513391818340526,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2691690,"""sound recording"" -is:retweet"
133,"Hamlet [sound Recording]—Shakespeare, William, 1564-1616.
1990
Book on CD | cd-spoken 822.33 s7 r 1990
items: 4 | circs: 209 | last circ: 9/2021
hamlet legendary character juvenile drama,juvenile drama hamlet legendary character,princes,death fathers,fa... https://t.co/Hn3LYs8hvC",0,-0.42578234034152224,0.39513391818340526,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2742672,"""sound recording"" -is:retweet"
134,"Jaws [sound Recording]—Benchley, Peter.
2009
Book on CD | cd-spoken fiction
items: 5 | circs: 344 | last circ: 9/2021
sharks fiction,shark attacks fiction,police chiefs fiction,seaside resorts fiction,marine biologists fiction
https://t.co/gxscv47fHt",0,-0.42578234034152224,0.39513391818340526,250,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2613652,"""sound recording"" -is:retweet"
135,"Scarlet [sound Recording]—Meyer, Marissa.
2013
Teen Book on CD | cd-spoken fiction meyer
items: 2 | circs: 57 | last circ: 9/2021
cyborgs fiction,missing persons fiction,extraterrestrial beings fiction
https://t.co/Pj6W9cg3kc",0,-0.42578234034152224,0.39513391818340526,225,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C3099201,"""sound recording"" -is:retweet"
136,"Twilight's Serenade [sound Recording]—Peterson, Tracie.
2010
Book on CD | cd-spoken fiction peterson
items: 6 | circs: 247 | last circ: 4/2021
widows fiction,violinists fiction,triangles interpersonal relations fiction,alaska fiction
https://t.co/0xXTG2jnDg",0,-0.42578234034152224,0.39513391818340526,257,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2625892,"""sound recording"" -is:retweet"
137,"Unbowed [sound Recording]—Maathai, Wangari.
2009
Book on CD | cd-spoken 333.72092 m111 zm 2009
items: 3 | circs: 116 | last circ: 4/2021
maathai wangari,green belt movement society kenya,kenya tree planters persons biography,tree planters persons kenya ... https://t.co/psu1F6wlJB",0,-0.42578234034152224,0.39513391818340526,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2687984,"""sound recording"" -is:retweet"
138,"Fever Dream [sound Recording]—Preston, Douglas J.
2010
Book on CD | cd-spoken fiction preston
items: 4 | circs: 230 | last circ: 9/2021
pendergast aloysius fictitious character fiction,crimes against spouses fiction,spouses crimes against fiction,govern... https://t.co/Os4rjvJPMj",0,-0.42578234034152224,0.39513391818340526,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2786113,"""sound recording"" -is:retweet"
139,"The New Year's Quilt [sound Recording]—Chiaverini, Jennifer.
2007
Book on CD | cd-spoken fiction chiaverini
items: 4 | circs: 292 | last circ: 4/2021
compson sylvia fictitious character fiction,quilting fiction,quiltmakers fiction,quilts fiction,new yea... https://t.co/vrJxXpkdF5",0,-0.43983356167271775,0.39178062888967174,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2554980,"""sound recording"" -is:retweet"
140,"Impending inclement weather may be closing all NYPL locations - including  - at 5 PM today, January 28 and tomorrow Saturday, January 29. 

But don't forget you can still ListenOnline through Naxos Music Library! https://t.co/7x5bvvowwT https://t.co/nRKukJi2Ir",0,-0.4408133461749187,0.3915471822153858,260,https://www.nypl.org/research/collections/articles-databases/naxos-music-library,"""music library"" -is:retweet"
141,"In Tuscany [sound Recording]—Mayes, Frances.
2000
Book on CD | cd-spoken 945.5 m468 j 2000a
items: 2 | circs: 109 | last circ: 3/2020
mayes frances,mayes edward kleinschmidt 1951,description and travel tuscany italy,tuscany italy description and travel,... https://t.co/N0CrpSXPcn",0,-0.45159474811275674,0.38898166736733286,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C1996023,"""sound recording"" -is:retweet"
142,"Little Bee [Sound Recording]—Cleave, Chris.
2009
Book on CD | cd-spoken fiction cleave
items: 8 | circs: 552 | last circ: 10/2021
young women fiction,england nigerians fiction,nigerians england fiction,identity psychology fiction,emigration and immigrat... https://t.co/JqAQMh9EiN",0,-0.46887472377579537,0.38488261595704315,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2495243,"""sound recording"" -is:retweet"
143,"Finders Keepers [sound Recording]—King, Stephen, 1947-
2015
Book on CD | cd-spoken fiction king
items: 16 | circs: 752 | last circ: 2/2022
authors crimes against fiction,crimes against authors fiction,fans persons fiction,psychopaths fiction,recluses fi... https://t.co/O8GHB1zFmX",0,-0.472818962194862,0.3839492504525869,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C3038100,"""sound recording"" -is:retweet"
144,Out now! https://t.co/CLtKsGSycq https://t.co/epAiBC69uf,0,-0.47409929251652755,0.3836464561062951,56,https://prisma-music-library.gumroad.com/l/PML009,"""music library"" -is:retweet"
145,"https://t.co/laSBQsEeIi kaysaint Official Posted a new Audio File: ""Give me love "" https://t.co/19LDreGR8q",0,-0.4890198847870078,0.38012448491882367,106,"https://itembo.com/kaysaint-official, https://itembo.com/kaysaint-official/uploaded_audio/3470/give-me-love","""audio file"" -is:retweet"
146,"Music Library Digital Vote-Week 4
       Before 4:30(She Said…)
 https://t.co/uahmQqQ8j3

Vamos juntos votar!!!

Before430   MewSuppasit มิวศุภศิษฏ์ https://t.co/p2HyPXqXjC",0,-0.4934298390091865,0.37908591873546404,172,https://poll-maker.com/poll4127289x494E4CD5-129,"""music library"" -is:retweet"
147,"Valiant Ambition [sound Recording] : [george Washington, Benedict Arnold, And The Fate Of The American Revolution]—Philbrick, Nathaniel, author.
2016
Book on CD | cd-spoken 973.382092 w318 zp 2016
items: 4 | circs: 145 | last circ: 11/2021
washington ge... https://t.co/bHHXo7RUfL",0,-0.496662107690048,0.3783254059193698,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C3190281,"""sound recording"" -is:retweet"
148,"In 2 mins, translate any data in Firestore, generate its audio file &amp; store it to  storage. 

With , build cloud functions on spreadsheet-UI. In JS, any NPM or API is supported. 

Text-&gt;French Text -&gt;Audio 

Rowy in Paris  Playground: https://t.co/g1D6PExCjW https://t.co/7j0Tu5MLBY",0,-0.49765167370665525,0.37809269268883416,292,https://demo.rowy.io/table/translations,"""audio file"" -is:retweet"
149,"Thucydides [sound Recording]—Kagan, Donald.
2010
Book on CD | cd-spoken 938.05 t532 zk 2010
items: 3 | circs: 132 | last circ: 8/2021
thucydides history of the peloponnesian war,history of the peloponnesian war thucydides,greece history peloponnesian wa... https://t.co/D6N7bGG1gg",0,-0.5033930156808555,0.3767436294572213,280,https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2783264,"""sound recording"" -is:retweet"
150,"Thanks to NASA’s Perseverance rover, scientists last year captured the first sound recording ever to be taken from the surface of Mars. ScienceMagArchives https://t.co/HbqM3iSc7c",0,-0.5227318473194829,0.3722136586205446,178,https://fcld.ly/03sd8hq,"""sound recording"" -is:retweet"
151,This Month in Digital Music Libraries - February 2022 https://t.co/0y3Y4mBSUH featuring       https://t.co/BFtciGovdX,0,-0.5252513864295241,0.37162510607989424,117,https://buff.ly/3pg94U3,"""music library"" -is:retweet"
